date,ASML.AS,TSM
2022-12-15,534.5433959960938,73.86143493652344
2022-12-16,523.8814086914062,72.6147232055664
2022-12-19,520.7799072265625,72.42438507080078
2022-12-20,513.7044067382812,71.96756744384766
2022-12-21,528.43701171875,73.41413116455078
2022-12-22,506.7257080078125,71.64397430419922
2022-12-23,501.0071716308594,71.27281188964844
2022-12-27,494.61004638671875,70.73035430908203
2022-12-28,486.37139892578125,69.53120422363281
2022-12-29,500.8133544921875,72.3292007446289
2022-12-30,488.30987548828125,70.89213562011719
2023-01-03,504.3025207519531,70.45435333251953
2023-01-04,520.4892578125,72.63375091552734
2023-01-05,523.2999877929688,72.07225799560547
2023-01-06,534.5433959960938,74.2992172241211
2023-01-09,568.5640869140625,76.43102264404297
2023-01-10,564.7840576171875,77.34466552734375
2023-01-11,574.4766235351562,77.83003234863281
2023-01-12,580.9706420898438,82.79790496826172
2023-01-13,586.1076049804688,82.6075668334961
2023-01-17,587.7554321289062,84.6917724609375
2023-01-18,594.73388671875,85.14859771728516
2023-01-19,572.4410400390625,84.13030242919922
2023-01-20,572.2474365234375,86.63325500488281
2023-01-23,596.0909423828125,91.03963470458984
2023-01-24,596.7694702148438,89.99275207519531
2023-01-25,598.1264038085938,87.94660949707031
2023-01-26,600.0648803710938,88.93637084960938
2023-01-27,601.0341186523438,88.79362487792969
2023-01-30,584.84765625,88.63182067871094
2023-01-31,584.0722045898438,88.25115203857422
2023-02-01,588.7245483398438,90.1640625
2023-02-02,615.4758911132812,91.98181915283205
2023-02-03,619.8377075195312,90.08792877197266
2023-02-06,602.8101196289062,87.39461517333984
2023-02-07,603.5873413085938,89.98324584960938
2023-02-08,601.64453125,89.72627258300781
2023-02-09,609.2210083007812,92.0198745727539
2023-02-10,594.1653442382812,90.7636489868164
2023-02-13,602.8101196289062,91.46788787841795
2023-02-14,603.2958374023438,93.22853088378906
2023-02-15,607.47265625,88.27970123291016
2023-02-16,605.1414184570312,86.43340301513672
2023-02-17,592.8054809570312,85.74817657470703
2023-02-21,579.7894897460938,83.40699005126953
2023-02-22,576.0014038085938,82.6361312866211
2023-02-23,577.6527099609375,85.72913360595703
2023-02-24,562.402587890625,83.85430145263672
2023-02-27,578.4296875,83.08341217041016
2023-02-28,567.25927734375,82.86451721191406
2023-03-01,558.1288452148438,84.14933013916016
2023-03-02,560.9456787109375,84.7298583984375
2023-03-03,572.5045776367188,85.4531478881836
2023-03-06,573.2815551757812,85.25328063964844
2023-03-07,557.64306640625,84.55854797363281
2023-03-08,565.316650390625,86.44290161132812
2023-03-09,568.52197265625,84.58710479736328
2023-03-10,561.0427856445312,83.03582763671875
2023-03-13,548.8040161132812,83.50215911865234
2023-03-14,559.5858154296875,84.97730255126953
2023-03-15,551.7178955078125,82.51239776611328
2023-03-16,570.1734008789062,85.42922973632812
2023-03-17,579.012451171875,85.59185791015625
2023-03-20,582.9949340820312,86.13716125488281
2023-03-21,578.1383056640625,88.49053955078125
2023-03-22,583.57763671875,88.60530853271484
2023-03-23,599.6047973632812,90.4899444580078
2023-03-24,581.5380249023438,88.7679443359375
2023-03-27,587.8515625,86.73028564453125
2023-03-28,570.8532104492188,86.87377166748047
2023-03-29,588.4345092773438,88.73926544189453
2023-03-30,605.8211669921875,88.46184539794922
2023-03-31,607.2783203125,88.98796844482422
2023-04-03,599.9933471679688,88.81578826904297
2023-04-04,600.4788818359375,88.17481231689453
2023-04-05,588.822998046875,86.29021453857422
2023-04-06,589.60009765625,86.32848358154297
2023-04-10,,85.16136169433594
2023-04-11,593.0966796875,85.37183380126953
2023-04-12,586.1032104492188,83.10456848144531
2023-04-13,585.9088745117188,83.27676391601562
2023-04-14,589.1142578125,83.42024993896484
2023-04-17,565.6080322265625,84.17601776123047
2023-04-18,571.7273559570312,84.31951904296875
2023-04-19,550.6494140625,83.448974609375
2023-04-20,556.9632568359375,85.41966247558594
2023-04-21,563.5681762695312,81.66958618164062
2023-04-24,556.8660888671875,80.97122192382812
2023-04-25,547.6383666992188,78.72308349609375
2023-04-26,540.6446533203125,78.68482208251953
2023-04-27,548.0269775390625,80.04325103759766
2023-04-28,558.7338256835938,80.64595031738281
2023-05-01,,80.33982849121094
2023-05-02,558.1493530273438,79.36404418945312
2023-05-03,560.4874877929688,79.11531066894531
2023-05-04,562.4360961914062,79.87108612060547
2023-05-05,570.5223388671875,81.28691864013672
2023-05-08,576.0755615234375,81.83220672607422
2023-05-09,569.4507446289062,81.37300872802734
2023-05-10,584.161865234375,81.2199478149414
2023-05-11,578.0242309570312,79.81366729736328
2023-05-12,581.2391357421875,79.81366729736328
2023-05-15,580.264892578125,81.94701385498047
2023-05-16,588.6434326171875,82.157470703125
2023-05-17,592.7354125976562,86.94074249267578
2023-05-18,624.1063232421875,88.63402557373047
2023-05-19,626.8342895507812,88.56704711914062
2023-05-22,626.6392822265625,87.74433898925781
2023-05-23,618.6505126953125,86.51980590820312
2023-05-24,605.6929931640625,86.22325134277344
2023-05-25,635.7973022460938,96.5742416381836
2023-05-26,664.5377807617188,98.73629760742188
2023-05-30,665.5119018554688,97.55960083007812
2023-05-31,654.2106323242188,94.31653594970705
2023-06-01,659.7639770507812,94.55571746826172
2023-06-02,657.2308349609375,94.65138244628906
2023-06-05,657.8154296875,93.79995727539062
2023-06-06,651.969970703125,95.49324035644533
2023-06-07,650.703369140625,95.94286346435548
2023-06-08,645.6372680664062,95.60803985595705
2023-06-09,649.4368896484375,98.34405517578124
2023-06-12,654.2106323242188,102.41941833496094
2023-06-13,663.0764770507812,102.17069244384766
2023-06-14,664.1480102539062,102.7542495727539
2023-06-15,656.4513549804688,101.04234313964844
2023-06-16,642.8118896484375,100.45633697509766
2023-06-20,639.4996948242188,99.88955688476562
2023-06-21,629.3672485351562,97.6416015625
2023-06-22,635.1152954101562,99.07299041748048
2023-06-23,624.3010864257812,97.90099334716795
2023-06-26,630.6336669921875,96.17179107666016
2023-06-27,632.87451171875,98.06430053710938
2023-06-28,647.5858154296875,96.9499282836914
2023-06-29,651.1904907226562,96.68096160888672
2023-06-30,645.9295043945312,96.9499282836914
2023-07-03,648.9497680664062,99.09219360351562
2023-07-05,642.3248901367188,97.01716613769533
2023-07-06,623.3267211914062,95.49932861328124
2023-07-07,623.9113159179688,96.28707122802734
2023-07-10,628.5878295898438,95.84516143798828
2023-07-11,618.7479248046875,97.2765655517578
2023-07-12,637.1613159179688,99.81270599365234
2023-07-13,645.9295043945312,101.41699981689452
2023-07-14,667.2657470703125,101.00392150878906
2023-07-17,647.5858154296875,100.66768646240234
2023-07-18,647.0986328125,99.09219360351562
2023-07-19,635.1152954101562,99.0057373046875
2023-07-20,604.134033203125,94.01029205322266
2023-07-21,609.39501953125,93.42430114746094
2023-07-24,599.847412109375,94.38497161865234
2023-07-25,612.2203369140625,96.37354278564452
2023-07-26,601.503662109375,95.49932861328124
2023-07-27,635.9921264648438,95.44168853759766
2023-07-28,636.18701171875,96.89228057861328
2023-07-31,635.407470703125,95.24956512451172
2023-08-01,629.402587890625,94.52906036376952
2023-08-02,614.07275390625,91.9352798461914
2023-08-03,604.6991577148438,91.24359893798828
2023-08-04,606.4566040039062,92.37718200683594
2023-08-07,610.4599609375,92.55970764160156
2023-08-08,600.3051147460938,90.77288818359376
2023-08-09,599.6216430664062,90.2829360961914
2023-08-10,609.4835815429688,91.07068634033205
2023-08-11,591.4196166992188,88.37122344970703
2023-08-14,590.9315185546875,89.40874481201172
2023-08-15,586.3423461914062,88.07342529296875
2023-08-16,587.8069458007812,88.16948699951172
2023-08-17,578.7262573242188,88.03499603271484
2023-08-18,584.0965576171875,87.5162353515625
2023-08-21,585.5611572265625,88.91880798339844
2023-08-22,604.6991577148438,88.61138916015625
2023-08-23,610.6552734375,90.51349639892578
2023-08-24,589.3692016601562,88.88997650146484
2023-08-25,580.19091796875,89.43755340576172
2023-08-28,592.2008056640625,90.30215454101562
2023-08-29,598.5475463867188,91.33966064453124
2023-08-30,596.3018798828125,91.05147552490234
2023-08-31,593.56787109375,89.8890609741211
2023-09-01,597.2781982421875,89.5240249633789
2023-09-05,604.7966918945312,90.87854766845705
2023-09-06,602.258056640625,88.630615234375
2023-09-07,579.5073852539062,86.50755310058594
2023-09-08,572.86767578125,86.1136703491211
2023-09-11,563.7870483398438,86.07523345947266
2023-09-12,563.5916748046875,86.92062377929688
2023-09-13,561.1505737304688,87.63152313232422
2023-09-14,568.2785034179688,88.3277359008789
2023-09-15,548.5546264648438,86.18401336669922
2023-09-18,544.3561401367188,85.7784423828125
2023-09-19,540.352783203125,85.14110565185547
2023-09-20,543.4772338867188,84.29132843017578
2023-09-21,538.9857788085938,82.4276351928711
2023-09-22,542.1104125976562,82.69803619384766
2023-09-25,541.6221923828125,83.27739715576172
2023-09-26,529.807373046875,81.3943862915039
2023-09-27,535.4705810546875,82.50489807128906
2023-09-28,537.8140258789062,83.44157409667969
2023-09-29,545.9183959960938,83.91474151611328
2023-10-02,543.2821044921875,84.63897705078125
2023-10-03,534.2012939453125,82.47592163085938
2023-10-04,544.3561401367188,83.692626953125
2023-10-05,535.4705810546875,84.040283203125
2023-10-06,547.9689331054688,86.22264862060547
2023-10-09,542.0126342773438,85.93294525146484
2023-10-10,558.6118774414062,87.4972915649414
2023-10-11,553.7297973632812,88.83955383300781
2023-10-12,574.820556640625,89.24510955810547
2023-10-13,560.0764770507812,87.35243225097656
2023-10-16,556.1708984375,88.08634185791016
2023-10-17,559.39306640625,87.87388610839844
2023-10-18,540.1575317382812,86.52198791503906
2023-10-19,549.23828125,89.71827697753906
2023-10-20,534.2012939453125,88.17323303222656
2023-10-23,539.5716552734375,87.98011016845703
2023-10-24,549.3358764648438,88.49190521240234
2023-10-25,547.4807739257812,84.62931823730469
2023-10-26,547.3829956054688,84.44583129882812
2023-10-27,546.9924926757812,83.0359878540039
2023-10-30,538.9857788085938,83.10359191894531
2023-10-31,551.9722900390625,83.34500885009766
2023-11-01,559.2654418945312,84.78382110595703
2023-11-02,582.1724243164062,87.37174987792969
2023-11-03,585.1091918945312,88.63675689697266
2023-11-06,579.2355346679688,89.41893005371094
2023-11-07,586.4796752929688,89.2354507446289
2023-11-08,587.3606567382812,88.83955383300781
2023-11-09,590.7869873046875,88.47258758544922
2023-11-10,595.1921997070312,94.09266662597656
2023-11-13,599.597412109375,93.10770416259766
2023-11-14,608.2120361328125,95.5121612548828
2023-11-15,614.5751342773438,95.40593719482422
2023-11-16,612.3236083984375,95.15487670898438
2023-11-17,615.4560546875,96.15914916992188
2023-11-20,616.4349975585938,96.52608489990234
2023-11-21,612.519287109375,95.02932739257812
2023-11-22,619.9591674804688,95.26109313964844
2023-11-24,618.9802856445312,94.46926879882812
2023-11-27,615.3582153320312,93.8705596923828
2023-11-28,606.6458129882812,94.6141128540039
2023-11-29,615.9456176757812,95.48318481445312
2023-11-30,609.8762817382812,93.96712493896484
2023-12-01,624.07080078125,95.1645278930664
2023-12-04,617.3161010742188,93.67742919921876
2023-12-05,629.7485961914062,93.3684310913086
2023-12-06,635.3284912109375,94.48856353759766
2023-12-07,632.9790649414062,95.8791046142578
2023-12-08,635.9158935546875,96.90269470214844
2023-12-11,645.3136596679688,97.4820785522461
2023-12-12,649.4252319335938,98.10974884033205
2023-12-13,655.0050659179688,98.61189270019533
2023-12-14,667.8291015625,100.36697387695312
2023-12-15,680.0657958984375,99.48410034179688
2023-12-18,662.3470458984375,99.86246490478516
2023-12-19,662.5427856445312,100.77446746826172
2023-12-20,665.088134765625,97.0586166381836
2023-12-21,668.2207641601562,99.49380493164062
2023-12-22,669.1995849609375,100.07592010498048
2023-12-26,,101.3371810913086
2023-12-27,670.4722900390625,101.5312271118164
2023-12-28,671.4512329101562,101.5797348022461
2023-12-29,667.3397216796875,100.9005889892578
2024-01-02,650.30615234375,98.50420379638672
2024-01-03,631.804443359375,97.18473052978516
2024-01-04,632.7832641601562,96.17572784423828
2024-01-05,630.6295166015625,96.6414031982422
2024-01-08,639.6359252929688,99.19303894042967
2024-01-09,640.7125854492188,98.85345458984376
2024-01-10,637.677978515625,97.79595184326172
2024-01-11,635.230712890625,98.20343017578124
2024-01-12,635.6221923828125,98.22283172607422
2024-01-16,638.5588989257812,98.64002227783205
2024-01-17,635.9158935546875,99.88186645507812
2024-01-18,661.759765625,109.66146850585938
2024-01-19,671.8428344726562,110.79660034179688
2024-01-22,692.59619140625,109.66146850585938
2024-01-23,692.2045288085938,110.72869110107422
2024-01-24,759.4573364257812,113.04745483398438
2024-01-25,794.698974609375,113.08626556396484
2024-01-26,780.4066162109375,113.76541900634766
2024-01-29,787.846435546875,113.49376678466795
2024-01-30,784.420166015625,112.60118103027344
2024-01-31,781.3855590820312,109.59355926513672
2024-02-01,795.38427734375,110.0107421875
2024-02-02,801.551513671875,112.3004150390625
2024-02-05,811.4074096679688,115.24980926513672
2024-02-06,817.68359375,115.82222747802734
2024-02-07,833.5704956054688,121.25533294677734
2024-02-08,838.5718994140625,129.74456787109375
2024-02-09,859.166015625,129.14305114746094
2024-02-12,860.6371459960938,126.57202911376952
2024-02-13,834.2569580078125,123.7487564086914
2024-02-14,836.90478515625,125.41748809814452
2024-02-15,844.1618041992188,125.18465423583984
2024-02-16,857.6950073242188,122.91436767578124
2024-02-20,821.50830078125,121.59491729736328
2024-02-21,817.8798217773438,121.60460662841795
2024-02-22,859.8524780273438,125.22345733642578
2024-02-23,848.280517578125,125.66973114013672
2024-02-26,852.9878540039062,126.74666595458984
2024-02-27,862.2062377929688,124.75774383544922
2024-02-28,852.5955200195312,123.58382415771484
2024-02-29,853.67431640625,124.83536529541016
2024-03-01,876.719970703125,129.90948486328125
2024-03-04,895.5488891601562,134.13955688476562
2024-03-05,882.11376953125,130.9476318359375
2024-03-06,894.5682983398438,137.35092163085938
2024-03-07,930.8530883789062,144.75352478027344
2024-03-08,905.5518188476562,142.00787353515625
2024-03-11,867.4036254882812,134.8769073486328
2024-03-12,875.0528564453125,140.09657287597656
2024-03-13,861.9119873046875,137.9039306640625
2024-03-14,863.9712524414062,135.45904541015625
2024-03-15,841.1217041015625,132.897705078125
2024-03-18,853.9683837890625,133.10618591308594
2024-03-19,852.7916870117188,131.3819580078125
2024-03-20,857.596923828125,133.2133331298828
2024-03-21,905.4536743164062,135.84352111816406
2024-03-22,888.5862426757812,136.9053192138672
2024-03-25,895.3528442382812,136.60336303710938
2024-03-26,882.996337890625,135.24928283691406
2024-03-27,877.89697265625,133.1549072265625
2024-03-28,874.954833984375,132.53143310546875
2024-04-01,,137.8307647705078
2024-04-02,873.4838256835938,136.59359741210938
2024-04-03,887.5074462890625,138.32754516601562
2024-04-04,883.8789672851562,136.04808044433594
2024-04-05,888.1939086914062,137.70413208007812
2024-04-08,896.0392456054688,139.09713745117188
2024-04-09,881.9175415039062,141.63963317871094
2024-04-10,895.64697265625,142.4384307861328
2024-04-11,891.528076171875,143.39308166503906
2024-04-12,889.9591674804688,138.83412170410156
2024-04-15,893.2933959960938,136.51565551757812
2024-04-16,895.7450561523438,136.18446350097656
2024-04-17,835.9242553710938,135.4343719482422
2024-04-18,824.0580444335938,128.84922790527344
2024-04-19,805.1310424804688,124.39739227294922
2024-04-22,797.4818725585938,126.39437103271484
2024-04-23,818.1738891601562,129.9791717529297
2024-04-24,818.6642456054688,129.5310821533203
2024-04-25,817.5855712890625,133.04774475097656
2024-04-26,843.9719848632812,134.7232666015625
2024-04-29,833.063720703125,134.9180908203125
2024-04-30,818.32275390625,133.78807067871094
2024-05-01,,131.45013427734375
2024-05-02,797.390380859375,132.706787109375
2024-05-03,821.4673461914062,137.89894104003906
2024-05-06,831.9826049804688,139.1361083984375
2024-05-07,839.451416015625,137.4605712890625
2024-05-08,830.4102783203125,139.8861846923828
2024-05-09,833.2601928710938,139.09713745117188
2024-05-10,849.5736083984375,145.3997802734375
2024-05-13,838.2721557617188,142.62353515625
2024-05-14,826.1845092773438,148.02023315429688
2024-05-15,836.306640625,151.55636596679688
2024-05-16,844.266845703125,148.29299926757812
2024-05-17,838.2721557617188,147.7572021484375
2024-05-20,849.7700805664062,149.57882690429688
2024-05-21,838.9600830078125,149.6957550048828
2024-05-22,839.3531494140625,152.11158752441406
2024-05-23,861.2681274414062,153.02731323242188
2024-05-24,865.2973022460938,155.862060546875
2024-05-28,880.52978515625,155.28729248046875
2024-05-29,873.1591796875,150.34841918945312
2024-05-30,865.7886962890625,149.00413513183594
2024-05-31,855.7647705078125,147.13375854492188
2024-06-03,865.2973022460938,150.942626953125
2024-06-04,857.8285522460938,148.52679443359375
2024-06-05,927.307861328125,158.7064971923828
2024-06-06,940.9678344726562,157.87850952148438
2024-06-07,942.3436889648438,160.13851928710938
2024-06-10,946.7660522460938,163.81100463867188
2024-06-11,942.6385498046875,161.42437744140625
2024-06-12,968.5827026367188,168.50636291503906
2024-06-13,949.8124389648438,168.9695587158203
2024-06-14,936.5455322265625,168.57864379882812
2024-06-17,952.662353515625,173.2008819580078
2024-06-18,966.8137817382812,175.5950469970703
2024-06-20,971.8256225585938,171.3832550048828
2024-06-21,946.7660522460938,169.99563598632812
2024-06-24,932.1232299804688,163.9857635498047
2024-06-25,933.7938842773438,168.66661071777344
2024-06-26,930.2560424804688,168.14869689941406
2024-06-27,943.4246215820312,167.71871948242188
2024-06-28,947.5521240234375,169.84902954101562
2024-07-01,937.8230590820312,168.4027557373047
2024-07-02,949.2228393554688,171.69593811035156
2024-07-03,968.7791748046875,178.33123779296875
2024-07-05,975.8549194335938,179.7970428466797
2024-07-08,980.6703491210938,182.37689208984375
2024-07-09,965.7327880859375,180.31497192382812
2024-07-10,984.6995849609375,186.69615173339844
2024-07-11,972.022216796875,180.29544067382812
2024-07-12,984.8960571289062,183.0804748535156
2024-07-15,972.1205444335938,180.9990234375
2024-07-16,960.9173583984375,181.80032348632812
2024-07-17,855.8630981445312,167.2985076904297
2024-07-18,824.0224609375,167.95323181152344
2024-07-19,815.1779174804688,161.9922637939453
2024-07-22,835.8153686523438,165.49069213867188
2024-07-23,846.0357666015625,165.949951171875
2024-07-24,817.2416381835938,156.15830993652344
2024-07-25,785.7941284179688,156.6273651123047
2024-07-26,806.3333129882812,158.2495574951172
2024-07-29,793.8490600585938,156.36351013183594
2024-07-30,793.25830078125,151.01817321777344
2024-07-31,837.3665771484375,162.02159118652344
2024-08-01,817.084716796875,154.57522583007812
2024-08-02,725.7176513671875,146.44482421875
2024-08-05,734.480224609375,144.57835388183594
2024-08-06,768.0535888671875,151.84881591796875
2024-08-07,783.7080688476562,151.5067596435547
2024-08-08,782.0343627929688,160.80006408691406
2024-08-09,771.8934936523438,163.31149291992188
2024-08-12,772.4841918945312,163.8098602294922
2024-08-13,777.3084716796875,168.4125213623047
2024-08-14,786.9572143554688,166.09654235839844
2024-08-15,819.1522216796875,169.99563598632812
2024-08-16,819.6444702148438,170.56240844726562
2024-08-19,816.5924072265625,171.45166015625
2024-08-20,819.742919921875,168.1193389892578
2024-08-21,830.2777709960938,167.53305053710938
2024-08-22,820.1367797851562,162.64700317382812
2024-08-23,806.156005859375,167.37669372558594
2024-08-26,784.6927490234375,165.21705627441406
2024-08-27,781.9359741210938,166.66331481933594
2024-08-28,787.0556640625,165.34408569335938
2024-08-29,810.291259765625,165.29522705078125
2024-08-30,799.4610595703125,167.787109375
2024-09-03,770.7119140625,156.83258056640625
2024-09-04,725.0286254882812,157.20391845703125
2024-09-05,708.8817749023438,159.9694366455078
2024-09-06,670.4840087890625,153.24623107910156
2024-09-09,666.0534057617188,159.0703887939453
2024-09-10,662.1151733398438,158.72837829589844
2024-09-11,687.3199462890625,166.35060119628906
2024-09-12,711.2446899414062,168.14158630371094
2024-09-13,722.6655883789062,169.19107055664062
2024-09-16,708.7833862304688,165.836669921875
2024-09-17,714.7890625,164.13986206054688
2024-09-18,703.9588623046875,164.07118225097656
2024-09-19,736.3508911132812,172.83970642089844
2024-09-20,705.6326293945312,170.74073791503906
2024-09-23,707.2078857421875,171.40771484375
2024-09-24,716.3643188476562,178.47940063476562
2024-09-25,723.650146484375,178.8521270751953
2024-09-26,748.067138671875,183.24620056152344
2024-09-27,745.6057739257812,174.55613708496094
2024-09-30,734.08642578125,170.33863830566406
2024-10-01,730.3451538085938,168.7693328857422
2024-10-02,745.7041625976562,172.4277801513672
2024-10-03,743.439697265625,176.03717041015625
2024-10-04,745.8026733398438,177.6849365234375
2024-10-07,736.0556030273438,180.97068786621097
2024-10-08,740.4859619140625,182.48114013671875
2024-10-09,755.6482543945312,183.55023193359375
2024-10-10,750.8239135742188,182.21633911132812
2024-10-11,758.798828125,187.1498260498047
2024-10-14,779.7698974609375,188.5229949951172
2024-10-15,657.7831420898438,183.5404357910156
2024-10-16,624.1113891601562,183.8837127685547
2024-10-17,624.4066772460938,201.8915252685547
2024-10-18,654.23876953125,196.9285888671875
2024-10-21,647.4453735351562,198.07615661621097
2024-10-22,656.5032348632812,194.67271423339844
2024-10-23,648.6268310546875,197.0070648193359
2024-10-24,651.088134765625,194.13327026367188
2024-10-25,653.8448486328125,199.53758239746097
2024-10-28,645.3778076171875,190.9456024169922
2024-10-29,646.5817260742188,193.16226196289065
2024-10-30,625.6605834960938,190.7494354248047
2024-10-31,613.0288696289062,186.885009765625
2024-11-01,618.8512573242188,189.2487945556641
2024-11-04,610.0684204101562,187.88543701171875
2024-11-05,615.7921142578125,192.00486755371097
2024-11-06,602.7657470703125,189.51361083984375
2024-11-07,616.48291015625,197.33071899414065
2024-11-08,613.324951171875,197.3405303955078
2024-11-11,619.0487060546875,190.3277130126953
2024-11-12,622.00927734375,188.09141540527344
2024-11-13,619.4434204101562,183.0794677734375
2024-11-14,662.7659912109375,184.88414001464844
2024-11-15,626.6473388671875,182.44189453125
2024-11-18,621.3184204101562,183.8837127685547
2024-11-19,616.48291015625,186.03170776367188
2024-11-20,608.3907470703125,184.74685668945312
2024-11-21,623.1934204101562,187.57159423828125
2024-11-22,633.654052734375,186.4338531494141
2024-11-25,643.423828125,181.52976989746097
2024-11-26,631.5816650390625,180.3135223388672
2024-11-27,619.4434204101562,177.71438598632812
2024-11-29,649.7396240234375,181.11782836914065
2024-12-02,655.3645629882812,190.6709747314453
2024-12-03,668.983154296875,195.07484436035156
2024-12-04,674.5094604492188,196.84033203125
2024-12-05,670.2660522460938,200.3810882568359
2024-12-06,668.68701171875,199.12564086914065
2024-12-09,666.1212158203125,195.34945678710935
2024-12-10,661.483154296875,188.25816345214844
2024-12-11,669.3777465820312,190.86715698242188
2024-12-12,674.3120727539062,188.3836975097656
2024-12-13,678.6541748046875,197.7605743408203
2024-12-16,678.9503173828125,198.9707946777344
2024-12-17,694.1477661132812,197.4358673095703
2024-12-18,707.8648681640625,192.41781616210935
2024-12-19,681.7134399414062,191.5126190185547
2024-12-20,677.0751953125,194.04132080078125
2024-12-23,674.8055419921875,204.0282287597656
2024-12-24,679.4436645507812,203.01478576660156
2024-12-26,,199.79730224609375
2024-12-27,675.8910522460938,198.3903045654297
2024-12-30,663.0620727539062,197.17022705078125
2024-12-31,669.7726440429688,194.31683349609375
2025-01-02,680.9239501953125,198.34109497070312
2025-01-03,678.9503173828125,205.25814819335935
2025-01-06,737.9635620117188,216.47496032714844
2025-01-07,728.687255859375,208.02296447753903
2025-01-08,714.7727661132812,203.7920837402344
2025-01-10,715.7596435546875,205.02198791503903
2025-01-13,702.1411743164062,198.12461853027344
2025-01-14,703.3253784179688,198.21319580078125
2025-01-15,703.3253784179688,203.47723388671875
2025-01-16,735.59521484375,211.33883666992188
2025-01-17,729.3781127929688,208.10169982910156
2025-01-21,722.7662353515625,215.18601989746097
2025-01-22,738.259765625,219.61370849609375
2025-01-23,705.8912353515625,221.01089477539065
2025-01-24,691.4832153320312,218.31491088867188
2025-01-27,643.0289916992188,189.22003173828125
2025-01-28,638.0947875976562,199.14788818359375
2025-01-29,673.5226440429688,199.0790557861328
2025-01-30,697.404296875,204.80551147460935
2025-01-31,713.19384765625,205.9567108154297
2025-02-03,700.5621948242188,196.58970642089844
2025-02-04,703.0292358398438,200.7714080810547
2025-02-05,696.8121948242188,205.21878051757812
2025-02-06,705.8912353515625,207.1177520751953
2025-02-07,693.7529296875,202.8081512451172
2025-02-10,709.1019897460938,204.60873413085935
2025-02-11,715.6292724609375,205.38604736328125
2025-02-12,710.4866333007812,203.06398010253903
2025-02-13,729.7718505859375,198.58706665039065
2025-02-14,724.1345825195312,200.62380981445312
2025-02-18,708.310791015625,199.48243713378903
2025-02-19,709.5964965820312,197.72120666503903
2025-02-20,702.0802001953125,196.88487243652344
2025-02-21,702.2780151367188,195.05474853515625
2025-02-24,705.6405639648438,188.57064819335935
2025-02-25,690.1134033203125,186.32728576660156
2025-02-26,706.6295166015625,191.492919921875
2025-02-27,691.3991088867188,178.18032836914062
2025-02-28,671.1249389648438,177.62933349609375
2025-03-03,682.6961059570312,170.19078063964844
2025-03-04,653.224365234375,177.10784912109375
2025-03-05,665.2899780273438,181.31906127929688
2025-03-06,662.6196899414062,173.02452087402344
2025-03-07,658.663818359375,174.2544403076172
2025-03-10,631.961181640625,167.90805053710938
2025-03-11,625.0382690429688,168.22293090820312
2025-03-12,638.3896484375,174.3232879638672
2025-03-13,635.32373046875,168.83294677734375
2025-03-14,648.4772338867188,171.29278564453125
2025-03-17,654.0155639648438,173.40823364257812
2025-03-18,658.5648803710938,171.01193237304688
2025-03-19,665.6856079101562,171.63421630859375
