date,005930.KS,TSM
2023-02-01,57134.02734375,90.1640625
2023-02-02,59475.59375,91.98181915283205
2023-02-03,59475.59375,90.08792877197266
2023-02-06,57696.01171875,87.39461517333984
2023-02-07,58070.65234375,89.98324584960938
2023-02-08,59100.9375,89.72627258300781
2023-02-09,59288.2734375,92.0198745727539
2023-02-10,58913.6171875,90.7636489868164
2023-02-13,58913.6171875,91.46788787841795
2023-02-14,59194.6015625,93.22853088378906
2023-02-15,58257.97265625,88.27970123291016
2023-02-16,59662.91015625,86.43340301513672
2023-02-17,58632.625,85.74817657470703
2023-02-21,58164.3125,83.40699005126953
2023-02-22,57227.69921875,82.6361312866211
2023-02-23,58070.65234375,85.72913360595703
2023-02-24,57415.0234375,83.85430145263672
2023-02-27,56665.71875,83.08341217041016
2023-02-28,56759.390625,82.86451721191406
2023-03-01,56759.390625,84.14933013916016
2023-03-02,56946.7109375,84.7298583984375
2023-03-03,56665.71875,85.4531478881836
2023-03-06,57602.33984375,85.25328063964844
2023-03-07,56853.04296875,84.55854797363281
2023-03-08,56478.39453125,86.44290161132812
2023-03-09,56291.0703125,84.58710479736328
2023-03-10,55729.1015625,83.03582763671875
2023-03-13,56197.4140625,83.50215911865234
2023-03-14,55260.7890625,84.97730255126953
2023-03-15,56010.08984375,82.51239776611328
2023-03-16,56103.7421875,85.42922973632812
2023-03-17,57415.0234375,85.59185791015625
2023-03-20,56384.734375,86.13716125488281
2023-03-21,56478.39453125,88.49053955078125
2023-03-22,57227.69921875,88.60530853271484
2023-03-23,58351.640625,90.4899444580078
2023-03-24,59007.28515625,88.7679443359375
2023-03-27,58164.3125,86.73028564453125
2023-03-28,58913.6171875,86.87377166748047
2023-03-29,58726.296875,88.73926544189453
2023-03-30,59537.3984375,88.46184539794922
2023-03-31,60291.02734375,88.98796844482422
2023-04-03,59443.19140625,88.81578826904297
2023-04-04,59914.21484375,88.17481231689453
2023-04-05,60196.82421875,86.29021453857422
2023-04-06,58689.55078125,86.32848358154297
2023-04-10,61892.51171875,85.16136169433594
2023-04-11,62080.9296875,85.37183380126953
2023-04-12,62175.12890625,83.10456848144531
2023-04-13,62269.33203125,83.27676391601562
2023-04-14,61327.28515625,83.42024993896484
2023-04-17,61515.6953125,84.17601776123047
2023-04-18,61798.30859375,84.31951904296875
2023-04-19,61704.10546875,83.448974609375
2023-04-20,61515.6953125,85.41966247558594
2023-04-21,61892.51171875,81.66958618164062
2023-04-24,61421.48828125,80.97122192382812
2023-04-25,59914.21484375,78.72308349609375
2023-04-26,60385.23828125,78.68482208251953
2023-04-27,60856.265625,80.04325103759766
2023-04-28,61704.10546875,80.64595031738281
2023-05-01,61704.10546875,80.33982849121094
2023-05-02,61892.51171875,79.36404418945312
2023-05-03,61609.90234375,79.11531066894531
2023-05-04,61327.28515625,79.87108612060547
2023-05-05,61327.28515625,81.28691864013672
2023-05-08,62080.9296875,81.83220672607422
2023-05-09,61515.6953125,81.37300872802734
2023-05-10,60856.265625,81.2199478149414
2023-05-11,60479.44921875,79.81366729736328
2023-05-12,60385.23828125,79.81366729736328
2023-05-15,60762.05859375,81.94701385498047
2023-05-16,61609.90234375,82.157470703125
2023-05-17,61233.078125,86.94074249267578
2023-05-18,62363.53515625,88.63402557373047
2023-05-19,64436.0390625,88.56704711914062
2023-05-22,64530.25,87.74433898925781
2023-05-23,64436.0390625,86.51980590820312
2023-05-24,64530.25,86.22325134277344
2023-05-25,64812.86328125,96.5742416381836
2023-05-26,66225.9296875,98.73629760742188
2023-05-30,68110.0234375,97.55960083007812
2023-05-31,67262.1875,94.31653594970705
2023-06-01,66791.171875,94.55571746826172
2023-06-02,68015.8203125,94.65138244628906
2023-06-05,67544.796875,93.79995727539062
2023-06-06,67544.796875,95.49324035644533
2023-06-07,66885.3671875,95.94286346435548
2023-06-08,66791.171875,95.60803985595705
2023-06-09,67827.4140625,98.34405517578124
2023-06-12,66885.3671875,102.41941833496094
2023-06-13,67827.4140625,102.17069244384766
2023-06-14,67733.2109375,102.7542495727539
2023-06-15,67356.3828125,101.04234313964844
2023-06-16,67639.0,100.45633697509766
2023-06-20,67262.1875,99.88955688476562
2023-06-21,66414.34375,97.6416015625
2023-06-22,67167.96875,99.07299041748048
2023-06-23,67450.59375,97.90099334716795
2023-06-26,68204.234375,96.17179107666016
2023-06-27,68392.6328125,98.06430053710938
2023-06-28,68486.84375,96.9499282836914
2023-06-29,68544.59375,96.68096160888672
2023-06-30,68355.25,96.9499282836914
2023-07-03,69112.640625,99.09219360351562
2023-07-05,68165.890625,97.01716613769533
2023-07-06,67787.203125,95.49932861328124
2023-07-07,66177.71875,96.28707122802734
2023-07-10,65799.03125,95.84516143798828
2023-07-11,67692.5234375,97.2765655517578
2023-07-12,68071.2109375,99.81270599365234
2023-07-13,68071.2109375,101.41699981689452
2023-07-14,69491.3359375,101.00392150878906
2023-07-17,69396.671875,100.66768646240234
2023-07-18,68165.890625,99.09219360351562
2023-07-19,67881.8828125,99.0057373046875
2023-07-20,67219.1484375,94.01029205322266
2023-07-21,66556.4375,93.42430114746094
2023-07-24,66651.109375,94.38497161865234
2023-07-25,66272.3984375,96.37354278564452
2023-07-26,66083.046875,95.49932861328124
2023-07-27,67881.8828125,95.44168853759766
2023-07-28,66840.4453125,96.89228057861328
2023-07-31,66083.046875,95.24956512451172
2023-08-01,67313.8203125,94.52906036376952
2023-08-02,66177.71875,91.9352798461914
2023-08-03,65136.30859375,91.24359893798828
2023-08-04,64662.94140625,92.37718200683594
2023-08-07,64852.27734375,92.55970764160156
2023-08-08,64000.203125,90.77288818359376
2023-08-09,65230.98046875,90.2829360961914
2023-08-10,64378.90625,91.07068634033205
2023-08-11,63905.52734375,88.37122344970703
2023-08-14,63716.171875,89.40874481201172
2023-08-15,63716.171875,88.07342529296875
2023-08-16,63432.15234375,88.16948699951172
2023-08-17,63148.13671875,88.03499603271484
2023-08-18,62769.43359375,87.5162353515625
2023-08-21,63053.45703125,88.91880798339844
2023-08-22,63053.45703125,88.61138916015625
2023-08-23,63526.8359375,90.51349639892578
2023-08-24,64568.25,88.88997650146484
2023-08-25,63526.8359375,89.43755340576172
2023-08-28,63242.79296875,90.30215454101562
2023-08-29,63242.79296875,91.33966064453124
2023-08-30,63526.8359375,91.05147552490234
2023-08-31,63337.48046875,89.8890609741211
2023-09-01,67219.1484375,89.5240249633789
2023-09-05,66935.1015625,90.87854766845705
2023-09-06,66272.3984375,88.630615234375
2023-09-07,66651.109375,86.50755310058594
2023-09-08,66556.4375,86.1136703491211
2023-09-11,67029.796875,86.07523345947266
2023-09-12,66745.7734375,86.92062377929688
2023-09-13,67124.4765625,87.63152313232422
2023-09-14,67881.8828125,88.3277359008789
2023-09-15,68165.890625,86.18401336669922
2023-09-18,66461.75,85.7784423828125
2023-09-19,66083.046875,85.14110565185547
2023-09-20,65893.7109375,84.29132843017578
2023-09-21,65230.98046875,82.4276351928711
2023-09-22,65136.30859375,82.69803619384766
2023-09-25,65704.3359375,83.27739715576172
2023-09-26,65286.55078125,81.3943862915039
2023-09-27,65096.2109375,82.50489807128906
2023-09-28,65096.2109375,83.44157409667969
2023-09-29,,83.91474151611328
2023-10-02,,84.63897705078125
2023-10-03,,82.47592163085938
2023-10-04,64239.69140625,83.692626953125
2023-10-05,63478.3359375,84.040283203125
2023-10-06,62812.1484375,86.22264862060547
2023-10-09,62812.1484375,85.93294525146484
2023-10-10,63192.8203125,87.4972915649414
2023-10-11,64905.87890625,88.83955383300781
2023-10-12,65572.078125,89.24510955810547
2023-10-13,64715.54296875,87.35243225097656
2023-10-16,64049.34375,88.08634185791016
2023-10-17,66047.921875,87.87388610839844
2023-10-18,67094.78125,86.52198791503906
2023-10-19,66143.0859375,89.71827697753906
2023-10-20,65476.8984375,88.17323303222656
2023-10-23,65096.2109375,87.98011016845703
2023-10-24,65191.39453125,88.49190521240234
2023-10-25,64715.54296875,84.62931823730469
2023-10-26,63478.3359375,84.44583129882812
2023-10-27,64049.34375,83.0359878540039
2023-10-30,64049.34375,83.10359191894531
2023-10-31,63668.671875,83.34500885009766
2023-11-01,65286.55078125,84.78382110595703
2023-11-02,66333.421875,87.37174987792969
2023-11-03,66238.2578125,88.63675689697266
2023-11-06,67475.46875,89.41893005371094
2023-11-07,67475.46875,89.2354507446289
2023-11-08,66523.765625,88.83955383300781
2023-11-09,66904.4453125,88.47258758544922
2023-11-10,67094.78125,94.09266662597656
2023-11-13,66999.625,93.10770416259766
2023-11-14,67380.296875,95.5121612548828
2023-11-15,68712.6796875,95.40593719482422
2023-11-16,69283.6875,95.15487670898438
2023-11-17,68998.1796875,96.15914916992188
2023-11-20,69188.5234375,96.52608489990234
2023-11-21,69283.6875,95.02932739257812
2023-11-22,69283.6875,95.26109313964844
2023-11-24,68236.828125,94.46926879882812
2023-11-27,67856.1328125,93.8705596923828
2023-11-28,69188.5234375,94.6141128540039
2023-11-29,69188.5234375,95.48318481445312
2023-11-30,69283.6875,93.96712493896484
2023-12-01,68522.3359375,95.1645278930664
2023-12-04,69093.3515625,93.67742919921876
2023-12-05,67760.9765625,93.3684310913086
2023-12-06,68236.828125,94.48856353759766
2023-12-07,68046.484375,95.8791046142578
2023-12-08,69093.3515625,96.90269470214844
2023-12-11,69474.03125,97.4820785522461
2023-12-12,69949.8828125,98.10974884033205
2023-12-13,69283.6875,98.61189270019533
2023-12-14,69569.203125,100.36697387695312
2023-12-15,69759.5390625,99.48410034179688
2023-12-18,69378.859375,99.86246490478516
2023-12-19,69854.7109375,100.77446746826172
2023-12-20,71187.09375,97.0586166381836
2023-12-21,71377.4296875,99.49380493164062
2023-12-22,72233.9765625,100.07592010498048
2023-12-26,72900.1484375,101.3371810913086
2023-12-27,74584.015625,101.5312271118164
2023-12-28,75062.1328125,101.5797348022461
2023-12-29,75062.1328125,100.9005889892578
2024-01-02,76113.953125,98.50420379638672
2024-01-03,73627.8125,97.18473052978516
2024-01-04,73245.3515625,96.17572784423828
2024-01-05,73245.3515625,96.6414031982422
2024-01-08,73149.734375,99.19303894042967
2024-01-09,71428.546875,98.85345458984376
2024-01-10,70376.7265625,97.79595184326172
2024-01-11,69994.234375,98.20343017578124
2024-01-12,69898.625,98.22283172607422
2024-01-16,69420.515625,98.64002227783205
2024-01-17,67890.578125,99.88186645507812
2024-01-18,68559.9375,109.66146850585938
2024-01-19,71428.546875,110.79660034179688
2024-01-22,71811.03125,109.66146850585938
2024-01-23,71906.6484375,110.72869110107422
2024-01-24,70759.2109375,113.04745483398438
2024-01-25,70854.8203125,113.08626556396484
2024-01-26,70185.484375,113.76541900634766
2024-01-29,71141.6875,113.49376678466795
2024-01-30,71046.0546875,112.60118103027344
2024-01-31,69516.15625,109.59355926513672
2024-02-01,70376.7265625,110.0107421875
2024-02-02,71906.6484375,112.3004150390625
2024-02-05,71046.0546875,115.24980926513672
2024-02-06,71141.6875,115.82222747802734
2024-02-07,71715.40625,121.25533294677734
2024-02-08,70854.8203125,129.74456787109375
2024-02-09,70854.8203125,129.14305114746094
2024-02-12,,126.57202911376952
2024-02-13,71906.6484375,123.7487564086914
2024-02-14,70759.2109375,125.41748809814452
2024-02-15,69994.234375,125.18465423583984
2024-02-16,69611.75,122.91436767578124
2024-02-20,70089.8671875,121.59491729736328
2024-02-21,69803.0,121.60460662841795
2024-02-22,69898.625,125.22345733642578
2024-02-23,69707.3828125,125.66973114013672
2024-02-26,69611.75,126.74666595458984
2024-02-27,69707.3828125,124.75774383544922
2024-02-28,69994.234375,123.58382415771484
2024-02-29,70185.484375,124.83536529541016
2024-03-01,70185.484375,129.90948486328125
2024-03-04,71619.7890625,134.13955688476562
2024-03-05,70472.34375,130.9476318359375
2024-03-06,69707.3828125,137.35092163085938
2024-03-07,69038.0390625,144.75352478027344
2024-03-08,70089.8671875,142.00787353515625
2024-03-11,69229.28125,134.8769073486328
2024-03-12,70089.8671875,140.09657287597656
2024-03-13,70854.8203125,137.9039306640625
2024-03-14,71046.0546875,135.45904541015625
2024-03-15,69133.65625,132.897705078125
2024-03-18,69611.75,133.10618591308594
2024-03-19,69611.75,131.3819580078125
2024-03-20,73532.2109375,133.2133331298828
2024-03-21,75827.1015625,135.84352111816406
2024-03-22,75444.6171875,136.9053192138672
2024-03-25,74775.265625,136.60336303710938
2024-03-26,76400.828125,135.24928283691406
2024-03-27,76305.203125,133.1549072265625
2024-03-28,77612.515625,132.53143310546875
2024-04-01,78765.171875,137.8307647705078
2024-04-02,81646.8203125,136.59359741210938
2024-04-03,80782.3203125,138.32754516601562
2024-04-04,81934.9921875,136.04808044433594
2024-04-05,81166.546875,137.70413208007812
2024-04-08,81166.546875,139.09713745117188
2024-04-09,80302.0546875,141.63963317871094
2024-04-10,80302.0546875,142.4384307861328
2024-04-11,80782.3203125,143.39308166503906
2024-04-12,80398.109375,138.83412170410156
2024-04-15,78957.28125,136.51565551757812
2024-04-16,76844.0703125,136.18446350097656
2024-04-17,75787.4609375,135.4343719482422
2024-04-18,76459.84375,128.84922790527344
2024-04-19,74538.7421875,124.39739227294922
2024-04-22,73097.9296875,126.39437103271484
2024-04-23,72521.6015625,129.9791717529297
2024-04-24,75499.2890625,129.5310821533203
2024-04-25,73290.0390625,133.04774475097656
2024-04-26,73674.25,134.7232666015625
2024-04-29,73674.25,134.9180908203125
2024-04-30,74442.6953125,133.78807067871094
2024-05-01,74442.6953125,131.45013427734375
2024-05-02,74922.953125,132.706787109375
2024-05-03,74538.7421875,137.89894104003906
2024-05-06,74538.7421875,139.1361083984375
2024-05-07,78092.78125,137.4605712890625
2024-05-08,78092.78125,139.8861846923828
2024-05-09,76555.9140625,139.09713745117188
2024-05-10,76075.625,145.3997802734375
2024-05-13,75307.1875,142.62353515625
2024-05-14,75211.1328125,148.02023315429688
2024-05-15,75211.1328125,151.55636596679688
2024-05-16,75115.078125,148.29299926757812
2024-05-17,74346.6328125,147.7572021484375
2024-05-20,75787.4609375,149.57882690429688
2024-05-21,75307.1875,149.6957550048828
2024-05-22,74634.8046875,152.11158752441406
2024-05-23,75211.1328125,153.02731323242188
2024-05-24,72905.8125,155.862060546875
2024-05-28,74538.7421875,155.28729248046875
2024-05-29,72233.4296875,150.34841918945312
2024-05-30,70600.484375,149.00413513183594
2024-05-31,70600.484375,147.13375854492188
2024-06-03,72713.703125,150.942626953125
2024-06-04,72329.4765625,148.52679443359375
2024-06-05,74346.6328125,158.7064971923828
2024-06-06,74346.6328125,157.87850952148438
2024-06-07,74250.578125,160.13851928710938
2024-06-10,72713.703125,163.81100463867188
2024-06-11,72233.4296875,161.42437744140625
2024-06-12,73482.140625,168.50636291503906
2024-06-13,75499.2890625,168.9695587158203
2024-06-14,76459.84375,168.57864379882812
2024-06-17,75019.03125,173.2008819580078
2024-06-18,76651.953125,175.5950469970703
2024-06-20,78380.9453125,171.3832550048828
2024-06-21,76844.0703125,169.99563598632812
2024-06-24,77420.40625,163.9857635498047
2024-06-25,77612.515625,168.66661071777344
2024-06-26,78092.78125,168.14869689941406
2024-06-27,78730.5390625,167.71871948242188
2024-06-28,78634.0625,169.84902954101562
2024-07-01,78923.5,168.4027557373047
2024-07-02,78923.5,171.69593811035156
2024-07-03,78923.5,178.33123779296875
2024-07-05,84037.140625,179.7970428466797
2024-07-08,84326.59375,182.37689208984372
2024-07-09,84712.53125,180.31497192382807
2024-07-10,84712.53125,186.69615173339844
2024-07-11,84519.5546875,180.29544067382807
2024-07-12,81432.078125,183.0804748535156
2024-07-15,83651.203125,180.9990234375
2024-07-16,84616.0234375,181.80032348632807
2024-07-17,83651.203125,167.2985076904297
2024-07-18,83844.1640625,167.95323181152344
2024-07-19,81432.078125,161.9922637939453
2024-07-22,80081.3125,165.49069213867188
2024-07-23,80949.6640625,165.949951171875
2024-07-24,79116.4765625,156.15830993652344
2024-07-25,77572.734375,156.6273651123047
2024-07-26,78055.15625,158.2495574951172
2024-07-29,78344.6015625,156.36351013183594
2024-07-30,78151.6484375,151.01817321777344
2024-07-31,80949.6640625,162.02159118652344
2024-08-01,80177.796875,154.57522583007812
2024-08-02,76800.875,146.44482421875
2024-08-05,68889.2265625,144.57835388183594
2024-08-06,69950.546875,151.84881591796875
2024-08-07,72073.171875,151.5067596435547
2024-08-08,70818.8984375,160.80006408691406
2024-08-09,72073.171875,163.31149291992188
2024-08-12,72845.0625,163.8098602294922
2024-08-13,73423.9453125,168.4125213623047
2024-08-14,74485.2578125,166.09654235839844
2024-08-15,74485.2578125,169.99563598632812
2024-08-16,77379.7734375,170.56240844726562
2024-08-19,75546.5859375,171.45166015625
2024-08-20,76125.4921875,168.1193389892578
2024-08-21,75546.5859375,167.53305053710938
2024-08-22,75546.5859375,162.64700317382812
2024-08-23,74967.6875,167.37669372558594
2024-08-26,73423.9453125,165.21705627441406
2024-08-27,73134.4921875,166.66331481933594
2024-08-28,73713.3984375,165.34408569335938
2024-08-29,71397.7890625,165.29522705078125
2024-08-30,71687.2421875,167.787109375
2024-09-03,69950.546875,156.83258056640625
2024-09-04,67538.453125,157.20391845703125
2024-09-05,66573.6171875,159.9694366455078
2024-09-06,66477.140625,153.24623107910156
2024-09-09,65126.37109375,159.0703887939453
2024-09-10,63872.08203125,158.72837829589844
2024-09-11,62617.80078125,166.35060119628906
2024-09-12,63968.5703125,168.14158630371094
2024-09-13,62135.3828125,169.19107055664062
2024-09-16,62135.3828125,165.836669921875
2024-09-17,,164.13986206054688
2024-09-18,,164.07118225097656
2024-09-19,60881.09375,172.83970642089844
2024-09-20,60784.609375,170.74073791503906
2024-09-23,60398.67578125,171.40771484375
2024-09-24,60977.57421875,178.47940063476562
2024-09-25,60012.74609375,178.8521270751953
2024-09-26,62424.83203125,183.24620056152344
2024-09-27,62289.96484375,174.55613708496094
2024-09-30,59670.2890625,170.33863830566406
2024-10-01,59670.2890625,168.7693328857422
2024-10-02,59476.2421875,172.4277801513672
2024-10-03,59476.2421875,176.03717041015625
2024-10-04,58797.07421875,177.6849365234375
2024-10-07,59185.1640625,180.9706878662109
2024-10-08,58505.99609375,182.48114013671875
2024-10-09,58505.99609375,183.55023193359372
2024-10-10,57147.64453125,182.21633911132807
2024-10-11,57535.74609375,187.1498260498047
2024-10-14,57535.74609375,188.5229949951172
2024-10-15,59185.1640625,183.5404357910156
2024-10-16,57729.796875,183.8837127685547
2024-10-17,57923.84765625,201.8915252685547
2024-10-18,57438.71875,196.9285888671875
2024-10-21,57244.671875,198.0761566162109
2024-10-22,55983.3515625,194.67271423339844
2024-10-23,57341.6953125,197.00706481933597
2024-10-24,54916.0703125,194.13327026367188
2024-10-25,54236.8984375,199.5375823974609
2024-10-28,56371.4453125,190.9456024169922
2024-10-29,57826.81640625,193.16226196289065
2024-10-30,57341.6953125,190.7494354248047
2024-10-31,57438.71875,186.885009765625
2024-11-01,56565.49609375,189.2487945556641
2024-11-04,56953.59375,187.88543701171875
2024-11-05,55886.3203125,192.0048675537109
2024-11-06,55595.25,189.51361083984372
2024-11-07,55595.25,197.33071899414065
2024-11-08,55304.171875,197.3405303955078
2024-11-11,53363.67578125,190.3277130126953
2024-11-12,51423.1796875,188.09141540527344
2024-11-13,49094.58203125,183.0794677734375
2024-11-14,48415.4140625,184.88414001464844
2024-11-15,51908.3046875,182.44189453125
2024-11-18,55013.09375,183.8837127685547
2024-11-19,54625.00390625,186.03170776367188
2024-11-20,53654.75390625,184.74685668945312
2024-11-21,54722.0234375,187.57159423828125
2024-11-22,54333.92578125,186.4338531494141
2024-11-25,56177.3984375,181.5297698974609
2024-11-26,56565.49609375,180.3135223388672
2024-11-27,54625.00390625,177.71438598632812
2024-11-29,52587.48046875,181.11782836914065
2024-12-02,52005.328125,190.6709747314453
2024-12-03,52005.328125,195.0748443603516
2024-12-04,51520.20703125,196.84033203125
2024-12-05,52102.3515625,200.38108825683597
2024-12-06,52490.453125,199.12564086914065
2024-12-09,51811.28515625,195.34945678710935
2024-12-10,52393.42578125,188.25816345214844
2024-12-11,52393.42578125,190.86715698242188
2024-12-12,54236.8984375,188.3836975097656
2024-12-13,54430.953125,197.7605743408203
2024-12-16,53945.82421875,198.9707946777344
2024-12-17,52587.48046875,197.4358673095703
2024-12-18,53266.64453125,192.41781616210935
2024-12-19,51520.20703125,191.5126190185547
2024-12-20,51423.1796875,194.04132080078125
2024-12-23,51908.3046875,204.0282287597656
2024-12-24,52781.53125,203.0147857666016
2024-12-26,52005.328125,199.79730224609372
2024-12-27,52457.6171875,198.3903045654297
2024-12-30,51969.18359375,197.17022705078125
2024-12-31,51969.18359375,194.31683349609372
2025-01-02,52164.55859375,198.34109497070312
2025-01-03,53141.421875,205.25814819335935
2025-01-06,54606.71875,216.47496032714844
2025-01-07,54118.2890625,208.02296447753903
2025-01-08,55974.33203125,203.7920837402344
2025-01-10,54020.6015625,205.02198791503903
2025-01-13,52848.3671875,198.12461853027344
2025-01-14,52652.9921875,198.21319580078125
2025-01-15,52457.6171875,203.47723388671875
2025-01-16,53043.73828125,211.33883666992188
2025-01-17,52457.6171875,208.1016998291016
2025-01-21,52262.24609375,215.1860198974609
2025-01-22,53043.73828125,219.61370849609372
2025-01-23,52457.6171875,221.01089477539065
2025-01-24,52457.6171875,218.31491088867188
2025-01-27,52457.6171875,189.22003173828125
2025-01-28,,199.14788818359372
2025-01-29,,199.0790557861328
2025-01-30,,204.80551147460935
2025-01-31,51187.6953125,205.9567108154297
2025-02-03,49820.0859375,196.58970642089844
2025-02-04,51480.75390625,200.7714080810547
2025-02-05,51676.125,205.21878051757807
2025-02-06,52750.6796875,207.1177520751953
2025-02-07,52457.6171875,202.8081512451172
2025-02-10,54313.6640625,204.60873413085935
2025-02-11,54411.34375,205.38604736328125
2025-02-12,54509.03125,203.06398010253903
2025-02-13,54509.03125,198.58706665039065
2025-02-14,54704.41015625,200.62380981445312
2025-02-18,55583.58203125,199.48243713378903
2025-02-19,57341.9375,197.72120666503903
2025-02-20,57048.87890625,196.88487243652344
2025-02-21,56853.5078125,195.05474853515625
2025-02-24,55974.33203125,188.57064819335935
2025-02-25,55876.64453125,186.3272857666016
2025-02-26,55290.52734375,191.492919921875
2025-02-27,54997.4609375,178.18032836914062
2025-02-28,53239.109375,177.62933349609375
2025-03-03,53239.109375,170.19078063964844
2025-03-04,53239.109375,177.10784912109375
2025-03-05,52750.6796875,181.31906127929688
2025-03-06,53043.73828125,173.02452087402344
2025-03-07,52457.6171875,174.2544403076172
2025-03-10,52457.6171875,167.90805053710938
2025-03-11,52359.9296875,168.22293090820312
2025-03-12,53629.85546875,174.3232879638672
2025-03-13,53434.484375,168.83294677734375
2025-03-14,53434.484375,171.29278564453125
2025-03-17,56267.38671875,173.40823364257812
2025-03-18,56267.38671875,171.01193237304688
2025-03-19,57146.5703125,171.63421630859375
2025-03-20,58807.234375,175.29884338378906
2025-03-21,60272.53515625,174.56788635253906
2025-03-24,59100.29296875,178.94369506835938
2025-03-25,58416.4921875,178.68687438964844
2025-03-26,59979.4765625,171.37741088867188
2025-03-27,60370.21875,166.1817626953125
2025-03-28,59156.625,163.2283172607422
2025-03-31,56798.22265625,163.9691619873047
2025-04-01,57780.890625,166.5768585205078
2025-04-02,57780.890625,168.30545043945312
2025-04-03,56601.68359375,155.45462036132812
2025-04-04,55127.68359375,145.0040740966797
2025-04-07,52277.9453125,144.3817596435547
2025-04-08,52572.75,139.64048767089844
2025-04-09,52081.4140625,156.80784606933594
2025-04-10,55422.484375,149.28109741210938
2025-04-11,54243.28515625,155.15829467773438
2025-04-14,55225.953125,153.9334716796875
2025-04-15,55619.01953125,155.4052276611328
2025-04-16,53751.94921875,149.81448364257812
2025-04-17,54145.015625,149.88360595703125
2025-04-21,54439.8203125,146.0511016845703
2025-04-22,54046.74609375,149.54776000976562
2025-04-23,54734.6171875,155.87936401367188
2025-04-24,54734.6171875,162.17141723632812
2025-04-25,54734.6171875,163.08016967773438
2025-04-28,54832.88671875,161.40097045898438
2025-04-29,54832.88671875,162.46775817871094
2025-04-30,54538.0859375,164.6507110595703
2025-05-01,54538.0859375,170.60693359375
2025-05-02,53358.88671875,177.08670043945312
2025-05-05,53358.88671875,174.24192810058594
2025-05-06,,170.1723175048828
2025-05-07,53653.68359375,172.40467834472656
